"work_year","experience_level","job_title","salary","salary_currency","salary_in_usd","employee_residence","company_location"
"2023","SE","Analytics Engineer","221300","USD","221300","US","US"
"2023","SE","Analytics Engineer","147500","USD","147500","US","US"
"2023","EX","Data Engineer","204500","USD","204500","US","US"
"2023","EX","Data Engineer","130000","USD","130000","US","US"
"2023","SE","Machine Learning Engineer","210000","USD","210000","US","US"
"2023","SE","Machine Learning Engineer","160000","USD","160000","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Analyst","186600","USD","186600","US","US"
"2023","SE","Data Analyst","119800","USD","119800","US","US"
"2023","SE","Analytics Engineer","192000","USD","192000","US","US"
"2023","SE","Analytics Engineer","151000","USD","151000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","SE","Data Scientist","169000","USD","169000","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Data Engineer","204500","USD","204500","US","US"
"2023","SE","Data Engineer","142200","USD","142200","US","US"
"2023","SE","Data Engineer","250000","USD","250000","US","US"
"2023","SE","Data Engineer","130000","USD","130000","US","US"
"2023","SE","Business Intelligence Engineer","210000","USD","210000","US","US"
"2023","SE","Business Intelligence Engineer","170000","USD","170000","US","US"
"2023","SE","Analytics Engineer","221300","USD","221300","US","US"
"2023","SE","Analytics Engineer","147500","USD","147500","US","US"
"2023","SE","Data Scientist","189750","USD","189750","US","US"
"2023","SE","Data Scientist","131100","USD","131100","US","US"
"2023","SE","Data Science Manager","299500","USD","299500","US","US"
"2023","SE","Data Science Manager","245100","USD","245100","US","US"
"2023","MI","Data Engineer","128000","USD","128000","US","US"
"2023","MI","Data Engineer","81500","USD","81500","US","US"
"2023","EN","Data Engineer","80000","USD","80000","US","US"
"2023","EN","Data Engineer","52500","USD","52500","US","US"
"2023","SE","Research Scientist","370000","USD","370000","US","US"
"2023","SE","Research Scientist","200000","USD","200000","US","US"
"2023","MI","Data Engineer","72000","USD","72000","CO","CO"
"2023","MI","Data Engineer","60000","USD","60000","CO","CO"
"2023","SE","Data Scientist","180000","USD","180000","US","US"
"2023","SE","Data Scientist","140000","USD","140000","US","US"
"2023","SE","Data Analyst","94000","USD","94000","US","US"
"2023","SE","Data Analyst","81900","USD","81900","US","US"
"2023","SE","Analytics Engineer","210000","USD","210000","US","US"
"2023","SE","Analytics Engineer","159090","USD","159090","US","US"
"2023","SE","Machine Learning Engineer","210000","USD","210000","US","US"
"2023","SE","Machine Learning Engineer","175000","USD","175000","US","US"
"2023","SE","Data Analyst","118000","USD","118000","US","US"
"2023","SE","Data Analyst","94400","USD","94400","US","US"
"2023","MI","Data Architect","150000","USD","150000","US","US"
"2023","MI","Data Architect","90000","USD","90000","US","US"
"2023","MI","Data Scientist","190000","USD","190000","CA","CA"
"2023","MI","Data Scientist","125000","USD","125000","CA","CA"
"2023","EN","Data Engineer","130002","USD","130002","US","US"
"2023","EN","Data Engineer","71908","USD","71908","US","US"
"2023","MI","Data Analyst","80000","USD","80000","US","US"
"2023","MI","Data Analyst","60000","USD","60000","US","US"
"2023","MI","Data Engineer","167500","USD","167500","US","US"
"2023","MI","Data Engineer","106500","USD","106500","US","US"
"2023","SE","Business Intelligence Engineer","202800","USD","202800","US","US"
"2023","SE","Business Intelligence Engineer","104300","USD","104300","US","US"
"2023","MI","AI Scientist","121000","AUD","81838","AU","AU"
"2023","EN","Compliance Data Analyst","60000","USD","60000","US","US"
"2023","SE","Data Engineer","185900","USD","185900","US","US"
"2023","SE","Data Engineer","129300","USD","129300","US","US"
"2023","SE","Data Analyst","150000","USD","150000","US","US"
"2023","SE","Data Analyst","110000","USD","110000","US","US"
"2023","SE","Data Scientist","230000","USD","230000","US","US"
"2023","SE","Data Scientist","175000","USD","175000","US","US"
"2023","SE","Machine Learning Scientist","200000","USD","200000","US","US"
"2023","SE","Machine Learning Scientist","170000","USD","170000","US","US"
"2023","SE","Data Scientist","175000","USD","175000","US","US"
"2023","SE","Data Scientist","160000","USD","160000","US","US"
"2023","SE","Data Scientist","255000","USD","255000","US","US"
"2023","SE","Data Scientist","160000","USD","160000","US","US"
"2023","SE","Analytics Engineer","116990","USD","116990","US","US"
"2023","SE","Analytics Engineer","82920","USD","82920","US","US"
"2023","SE","Data Engineer","121000","USD","121000","US","US"
"2023","SE","Data Engineer","78000","USD","78000","US","US"
"2023","SE","Analytics Engineer","159000","USD","159000","US","US"
"2023","SE","Analytics Engineer","105000","USD","105000","US","US"
"2023","SE","Applied Scientist","309400","USD","309400","US","US"
"2023","SE","Applied Scientist","159100","USD","159100","US","US"
"2023","MI","Research Scientist","155000","USD","155000","US","US"
"2023","MI","Research Scientist","102000","USD","102000","US","US"
"2023","SE","Research Scientist","374000","USD","374000","US","US"
"2023","SE","Research Scientist","197500","USD","197500","US","US"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Scientist","240000","USD","240000","US","US"
"2023","SE","Data Scientist","187000","USD","187000","US","US"
"2023","MI","Applied Scientist","20000","USD","20000","NG","US"
"2023","SE","Machine Learning Engineer","210000","USD","210000","US","US"
"2023","SE","Machine Learning Engineer","190000","USD","190000","US","US"
"2023","MI","Data Quality Analyst","95000","USD","95000","US","US"
"2023","MI","Data Quality Analyst","70000","USD","70000","US","US"
"2023","SE","Data Scientist","195000","USD","195000","US","US"
"2023","SE","Data Scientist","119000","USD","119000","US","US"
"2023","SE","Applied Scientist","216000","USD","216000","US","US"
"2023","SE","Applied Scientist","184000","USD","184000","US","US"
"2023","SE","Machine Learning Engineer","200000","USD","200000","US","US"
"2023","SE","Machine Learning Engineer","160000","USD","160000","US","US"
"2023","SE","Data Analyst","80000","USD","80000","US","US"
"2023","SE","Data Analyst","70000","USD","70000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","MI","Data Analyst","60000","GBP","73824","GB","GB"
"2023","MI","Data Analyst","50000","GBP","61520","GB","GB"
"2023","SE","Data Science Engineer","266450","USD","266450","US","US"
"2023","SE","Data Science Engineer","177700","USD","177700","US","US"
"2023","SE","Data Scientist","245000","USD","245000","US","US"
"2023","SE","Data Scientist","185000","USD","185000","US","US"
"2023","SE","Machine Learning Engineer","247500","USD","247500","US","US"
"2023","SE","Machine Learning Engineer","172200","USD","172200","US","US"
"2023","SE","Applied Scientist","222200","USD","222200","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Operations Specialist","55720","USD","55720","US","US"
"2023","SE","Data Operations Specialist","50700","USD","50700","US","US"
"2021","MI","Business Data Analyst","56000","USD","56000","GH","US"
"2023","SE","Research Engineer","370000","USD","370000","US","US"
"2023","SE","Research Engineer","200000","USD","200000","US","US"
"2023","SE","Data Engineer","196000","USD","196000","US","US"
"2023","SE","Data Engineer","121000","USD","121000","US","US"
"2023","SE","Business Intelligence Engineer","202800","USD","202800","US","US"
"2023","SE","Business Intelligence Engineer","104300","USD","104300","US","US"
"2023","MI","Data Architect","135000","USD","135000","US","US"
"2023","MI","Data Architect","115000","USD","115000","US","US"
"2023","SE","Machine Learning Software Engineer","302000","USD","302000","US","US"
"2023","SE","Machine Learning Software Engineer","189000","USD","189000","US","US"
"2023","MI","Data Analyst","65000","USD","65000","US","US"
"2023","MI","Data Analyst","55000","USD","55000","US","US"
"2023","SE","Machine Learning Engineer","220000","USD","220000","US","US"
"2023","SE","Machine Learning Engineer","170000","USD","170000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","SE","Data Analyst","110000","USD","110000","US","US"
"2023","SE","Data Analyst","75000","USD","75000","US","US"
"2023","SE","BI Analyst","150000","USD","150000","US","US"
"2023","SE","BI Analyst","93000","USD","93000","US","US"
"2022","SE","Data Science Manager","190000","USD","190000","US","US"
"2023","SE","Data Engineer","200000","PLN","46565","PL","PL"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Decision Scientist","204500","USD","204500","US","US"
"2023","SE","Decision Scientist","126400","USD","126400","US","US"
"2023","SE","Machine Learning Engineer","216000","USD","216000","US","US"
"2023","SE","Machine Learning Engineer","184000","USD","184000","US","US"
"2023","SE","Data Analyst","139600","USD","139600","US","US"
"2023","SE","Data Analyst","85700","USD","85700","US","US"
"2023","MI","Data Science Consultant","100000","USD","100000","US","US"
"2023","MI","Data Scientist","128750","USD","128750","US","US"
"2023","MI","Data Scientist","79350","USD","79350","US","US"
"2023","MI","Data Manager","60000","GBP","73824","GB","GB"
"2023","MI","Data Manager","55000","GBP","67672","GB","GB"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Analytics Engineer","174000","USD","174000","US","US"
"2023","SE","Analytics Engineer","134000","USD","134000","US","US"
"2023","MI","Research Engineer","155000","USD","155000","US","US"
"2023","MI","Research Engineer","125000","USD","125000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","SE","Data Engineer","194400","USD","194400","US","US"
"2023","SE","Data Engineer","132192","USD","132192","US","US"
"2023","SE","Machine Learning Engineer","273400","USD","273400","US","US"
"2023","SE","Machine Learning Engineer","182200","USD","182200","US","US"
"2023","MI","Data Analyst","165000","USD","165000","AU","AU"
"2023","MI","Data Analyst","142500","USD","142500","AU","AU"
"2023","SE","Data Scientist","213654","USD","213654","GB","GB"
"2023","SE","Data Scientist","142436","USD","142436","GB","GB"
"2023","SE","Data Engineer","124230","USD","124230","US","US"
"2023","SE","Data Engineer","68637","USD","68637","US","US"
"2023","MI","Data Engineer","204000","USD","204000","US","US"
"2023","MI","Data Engineer","161500","USD","161500","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Decision Scientist","185900","USD","185900","US","US"
"2023","SE","Decision Scientist","129300","USD","129300","US","US"
"2023","MI","Research Scientist","200000","USD","200000","US","US"
"2023","MI","Research Scientist","100000","USD","100000","US","US"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Scientist","175000","USD","175000","US","US"
"2023","SE","Data Scientist","148750","USD","148750","US","US"
"2023","SE","Machine Learning Engineer","226600","USD","226600","US","US"
"2023","SE","Machine Learning Engineer","140100","USD","140100","US","US"
"2023","SE","Data Scientist","135000","USD","135000","US","US"
"2023","SE","Data Scientist","95000","USD","95000","US","US"
"2023","SE","ML Engineer","287700","USD","287700","US","US"
"2023","SE","ML Engineer","148000","USD","148000","US","US"
"2023","SE","Data Scientist","227240","USD","227240","US","US"
"2023","SE","Data Scientist","197600","USD","197600","US","US"
"2023","SE","Data Scientist","161000","USD","161000","US","US"
"2023","SE","Data Scientist","140000","USD","140000","US","US"
"2023","SE","Machine Learning Engineer","221000","USD","221000","US","US"
"2023","SE","Machine Learning Engineer","185000","USD","185000","US","US"
"2023","SE","Data Scientist","210000","USD","210000","US","US"
"2023","SE","Data Scientist","178500","USD","178500","US","US"
"2023","MI","Machine Learning Engineer","180000","USD","180000","US","US"
"2023","MI","Machine Learning Engineer","150000","USD","150000","US","US"
"2023","MI","Analytics Engineer","146100","USD","146100","GB","GB"
"2023","MI","Analytics Engineer","112400","USD","112400","GB","GB"
"2023","SE","Data Analyst","160000","USD","160000","US","US"
"2023","SE","Data Analyst","140000","USD","140000","US","US"
"2023","MI","Data Architect","70000","GBP","86128","GB","GB"
"2023","MI","Data Architect","65000","GBP","79976","GB","GB"
"2023","SE","Machine Learning Engineer","331640","USD","331640","US","US"
"2023","SE","Machine Learning Engineer","267720","USD","267720","US","US"
"2023","SE","Data Engineer","285000","USD","285000","US","US"
"2023","SE","Data Engineer","205000","USD","205000","US","US"
"2023","EN","Computer Vision Engineer","90000","USD","90000","IN","US"
"2023","SE","Data Analyst","120350","USD","120350","US","US"
"2023","SE","Data Analyst","74400","USD","74400","US","US"
"2023","SE","Data Engineer","146000","USD","146000","US","US"
"2023","SE","Data Engineer","94000","USD","94000","US","US"
"2023","MI","Machine Learning Engineer","237400","USD","237400","US","US"
"2023","MI","Machine Learning Engineer","158200","USD","158200","US","US"
"2023","SE","Business Intelligence Engineer","225000","USD","225000","US","US"
"2023","SE","Business Intelligence Engineer","156400","USD","156400","US","US"
"2023","SE","ML Engineer","192000","USD","192000","US","US"
"2023","SE","ML Engineer","164000","USD","164000","US","US"
"2023","SE","Business Intelligence Engineer","150000","USD","150000","US","US"
"2023","SE","Business Intelligence Engineer","141000","USD","141000","US","US"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Applied Scientist","309400","USD","309400","US","US"
"2023","SE","Applied Scientist","159100","USD","159100","US","US"
"2023","SE","Analytics Engineer","267000","USD","267000","US","US"
"2023","SE","Analytics Engineer","205000","USD","205000","US","US"
"2023","SE","Research Scientist","147100","USD","147100","US","US"
"2023","SE","Research Scientist","90700","USD","90700","US","US"
"2023","SE","Data Analyst","115000","USD","115000","US","US"
"2023","SE","Data Analyst","72000","USD","72000","US","US"
"2023","SE","Data Analyst","169000","USD","169000","US","US"
"2023","SE","Data Analyst","110600","USD","110600","US","US"
"2023","SE","Data Analyst","55000","GBP","67672","GB","GB"
"2023","SE","Data Analyst","55000","GBP","67672","GB","GB"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","SE","Data Engineer","165000","USD","165000","US","US"
"2023","SE","Data Engineer","141000","USD","141000","US","US"
"2023","EN","Cloud Data Engineer","144000","GBP","177177","GB","GB"
"2023","SE","Data Scientist","240000","USD","240000","US","US"
"2023","SE","Data Scientist","142000","USD","142000","US","US"
"2023","MI","Machine Learning Engineer","180000","USD","180000","US","US"
"2023","MI","Machine Learning Engineer","105000","USD","105000","US","US"
"2023","EN","Data Analyst","80000","USD","80000","US","US"
"2023","EN","Data Analyst","60000","USD","60000","US","US"
"2023","SE","Machine Learning Engineer","268000","USD","268000","US","US"
"2023","SE","Machine Learning Engineer","180000","USD","180000","US","US"
"2023","MI","Analytics Engineer","144628","USD","144628","US","US"
"2023","MI","Analytics Engineer","115702","USD","115702","US","US"
"2023","SE","Data Analyst","144000","USD","144000","US","US"
"2023","SE","Data Analyst","132000","USD","132000","US","US"
"2023","SE","Data Analyst","106400","USD","106400","GB","GB"
"2023","SE","Data Analyst","81800","USD","81800","GB","GB"
"2023","SE","Data Analyst","134200","USD","134200","GB","GB"
"2023","SE","Data Analyst","103200","USD","103200","GB","GB"
"2023","SE","Data Analyst","110000","USD","110000","US","US"
"2023","SE","Data Analyst","93500","USD","93500","US","US"
"2023","SE","Data Engineer","208200","USD","208200","US","US"
"2023","SE","Data Engineer","151200","USD","151200","US","US"
"2023","SE","Machine Learning Engineer","240000","USD","240000","US","US"
"2023","SE","Machine Learning Engineer","180000","USD","180000","US","US"
"2023","SE","Data Scientist","270000","USD","270000","US","US"
"2023","SE","Data Scientist","220000","USD","220000","US","US"
"2023","EX","Data Engineer","194500","USD","194500","US","US"
"2023","EX","Data Engineer","115500","USD","115500","US","US"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Data Analyst","140000","USD","140000","GB","GB"
"2023","SE","Data Analyst","100000","USD","100000","GB","GB"
"2023","SE","Machine Learning Engineer","193600","USD","193600","US","US"
"2023","SE","Machine Learning Engineer","119700","USD","119700","US","US"
"2023","SE","Machine Learning Engineer","225000","USD","225000","FR","FR"
"2023","SE","Machine Learning Engineer","199000","USD","199000","FR","FR"
"2023","EN","Data Analyst","50000","USD","50000","US","US"
"2023","EN","Data Analyst","40000","USD","40000","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Data Analyst","120000","USD","120000","US","US"
"2023","SE","Data Analyst","95000","USD","95000","US","US"
"2023","MI","Data Analyst","80000","GBP","98432","GB","GB"
"2023","MI","Data Analyst","45000","GBP","55368","GB","GB"
"2023","SE","Data Scientist","225000","USD","225000","US","US"
"2023","SE","Data Scientist","156400","USD","156400","US","US"
"2023","SE","Analytics Engineering Manager","325000","GBP","399880","GB","GB"
"2023","EX","Data Scientist","1050000","NOK","100416","NO","NO"
"2023","EN","Data Engineer","38000","EUR","41027","ES","ES"
"2023","SE","Machine Learning Engineer","155000","USD","155000","US","US"
"2023","SE","Machine Learning Engineer","100000","USD","100000","US","US"
"2023","SE","Data Analyst","85000","USD","85000","US","US"
"2023","SE","Data Analyst","65000","USD","65000","US","US"
"2023","SE","Data Architect","280100","USD","280100","US","US"
"2023","SE","Data Architect","168100","USD","168100","US","US"
"2023","SE","Machine Learning Scientist","200000","USD","200000","US","US"
"2023","SE","Machine Learning Scientist","120000","USD","120000","US","US"
"2023","SE","Business Intelligence Engineer","185000","USD","185000","US","US"
"2023","SE","Business Intelligence Engineer","79600","USD","79600","US","US"
"2023","SE","Data Engineer","149040","USD","149040","US","US"
"2023","SE","Data Engineer","113900","USD","113900","US","US"
"2023","SE","Machine Learning Engineer","240000","USD","240000","US","US"
"2023","SE","Machine Learning Engineer","180000","USD","180000","US","US"
"2023","SE","Machine Learning Scientist","165000","USD","165000","US","US"
"2023","SE","Machine Learning Scientist","145000","USD","145000","US","US"
"2023","SE","Machine Learning Scientist","165000","USD","165000","US","US"
"2023","SE","Machine Learning Scientist","145000","USD","145000","US","US"
"2023","SE","Data Architect","274450","USD","274450","US","US"
"2023","SE","Data Architect","199600","USD","199600","US","US"
"2023","MI","Data Engineer","83500","USD","83500","US","US"
"2023","MI","Data Engineer","52500","USD","52500","US","US"
"2023","SE","Business Intelligence Developer","140000","USD","140000","CA","CA"
"2023","SE","Business Intelligence Developer","76500","USD","76500","CA","CA"
"2023","SE","Data Scientist","45000","EUR","48585","ES","ES"
"2023","SE","Data Scientist","36000","EUR","38868","ES","ES"
"2023","SE","Data Architect","306000","USD","306000","US","US"
"2023","SE","Data Architect","204000","USD","204000","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Scientist","185900","USD","185900","US","US"
"2023","SE","Data Scientist","129300","USD","129300","US","US"
"2023","SE","Data Analyst","136000","USD","136000","US","US"
"2023","SE","Data Analyst","104000","USD","104000","US","US"
"2023","SE","Data Engineer","115000","USD","115000","US","US"
"2023","SE","Data Engineer","81500","USD","81500","US","US"
"2023","MI","Research Scientist","280000","USD","280000","GB","GB"
"2023","SE","Data Scientist","800000","NOK","76508","NO","NO"
"2023","EX","Data Scientist","250000","USD","250000","US","US"
"2023","EX","Data Scientist","180000","USD","180000","US","US"
"2023","MI","Data Engineer","100000","USD","100000","US","US"
"2023","MI","Data Engineer","70000","USD","70000","US","US"
"2023","MI","Data Engineer","100000","USD","100000","US","US"
"2023","MI","Data Engineer","70000","USD","70000","US","US"
"2023","SE","Data Scientist","240000","USD","240000","US","US"
"2023","SE","Data Scientist","157000","USD","157000","US","US"
"2023","SE","Applied Scientist","222200","USD","222200","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Machine Learning Engineer","204500","USD","204500","US","US"
"2023","SE","Machine Learning Engineer","142200","USD","142200","US","US"
"2023","SE","Data Analyst","140700","USD","140700","US","US"
"2023","SE","Data Analyst","109600","USD","109600","US","US"
"2023","SE","Machine Learning Engineer","278000","USD","278000","US","US"
"2023","SE","Machine Learning Engineer","173000","USD","173000","US","US"
"2023","SE","Data Analyst","110000","USD","110000","US","US"
"2023","SE","Data Analyst","95000","USD","95000","US","US"
"2023","SE","Data Engineer","305000","USD","305000","US","US"
"2023","SE","Data Engineer","160000","USD","160000","US","US"
"2023","SE","Data Engineer","175000","USD","175000","US","US"
"2023","SE","Data Engineer","125000","USD","125000","US","US"
"2023","SE","Data Analyst","155000","USD","155000","GB","GB"
"2023","SE","Data Analyst","120000","USD","120000","GB","GB"
"2023","SE","Data Analyst","85000","USD","85000","US","US"
"2023","SE","Data Analyst","80000","USD","80000","US","US"
"2023","EN","Data Scientist","24000","USD","24000","US","US"
"2023","SE","Machine Learning Infrastructure Engineer","165400","USD","165400","GB","GB"
"2023","SE","Machine Learning Infrastructure Engineer","127300","USD","127300","GB","GB"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Business Intelligence Engineer","259000","USD","259000","US","US"
"2023","SE","Business Intelligence Engineer","138750","USD","138750","US","US"
"2023","SE","Decision Scientist","185900","USD","185900","US","US"
"2023","SE","Decision Scientist","129300","USD","129300","US","US"
"2023","SE","Machine Learning Engineer","273400","USD","273400","US","US"
"2023","SE","Machine Learning Engineer","182200","USD","182200","US","US"
"2023","SE","Data Scientist","192000","USD","192000","US","US"
"2023","SE","Data Scientist","178000","USD","178000","US","US"
"2023","SE","Data Scientist","218000","USD","218000","US","US"
"2023","SE","Data Scientist","85000","USD","85000","US","US"
"2023","SE","Data Specialist","132000","USD","132000","US","US"
"2023","SE","Data Specialist","71500","USD","71500","US","US"
"2023","SE","Data Engineer","252000","USD","252000","US","US"
"2023","SE","Data Engineer","129000","USD","129000","US","US"
"2023","SE","Analytics Engineer","215050","USD","215050","US","US"
"2023","SE","Analytics Engineer","113100","USD","113100","US","US"
"2023","SE","Applied Scientist","260000","USD","260000","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Scientist","218000","USD","218000","US","US"
"2023","SE","Data Scientist","85000","USD","85000","US","US"
"2023","MI","Data Scientist","130000","USD","130000","US","US"
"2023","MI","Data Scientist","85000","USD","85000","US","US"
"2023","EX","Data Engineer","250000","USD","250000","US","US"
"2023","EX","Data Engineer","200000","USD","200000","US","US"
"2023","SE","Machine Learning Engineer","220000","USD","220000","US","US"
"2023","SE","Machine Learning Engineer","170000","USD","170000","US","US"
"2023","SE","Data Engineer","145000","USD","145000","US","US"
"2023","SE","Data Engineer","115000","USD","115000","US","US"
"2023","SE","Data Scientist","184000","USD","184000","US","US"
"2023","SE","Data Scientist","123000","USD","123000","US","US"
"2023","MI","Data Analyst","75000","USD","75000","US","US"
"2023","MI","Data Analyst","65000","USD","65000","US","US"
"2023","SE","Research Scientist","168400","USD","168400","US","US"
"2023","SE","Research Scientist","90700","USD","90700","US","US"
"2023","SE","Data Engineer","185900","USD","185900","US","US"
"2023","SE","Data Engineer","129300","USD","129300","US","US"
"2023","SE","Data Scientist","258000","USD","258000","CA","CA"
"2023","SE","Data Scientist","190000","USD","190000","CA","CA"
"2023","SE","Data Analyst","169000","USD","169000","US","US"
"2023","SE","Data Analyst","110600","USD","110600","US","US"
"2023","SE","Data Analyst","80000","USD","80000","US","US"
"2023","SE","Data Analyst","70000","USD","70000","US","US"
"2023","SE","Data Analyst","136505","USD","136505","US","US"
"2023","SE","Data Analyst","100895","USD","100895","US","US"
"2023","SE","Machine Learning Engineer","200000","USD","200000","US","US"
"2023","SE","Machine Learning Engineer","150000","USD","150000","US","US"
"2023","SE","Business Intelligence Engineer","202800","USD","202800","US","US"
"2023","SE","Business Intelligence Engineer","104300","USD","104300","US","US"
"2023","SE","Data Engineer","275300","USD","275300","US","US"
"2023","SE","Data Engineer","183500","USD","183500","US","US"
"2023","SE","Data Scientist","168400","USD","168400","US","US"
"2023","SE","Data Scientist","105200","USD","105200","US","US"
"2023","MI","Data Architect","240000","USD","240000","US","US"
"2023","MI","Data Architect","150000","USD","150000","US","US"
"2023","MI","Data Manager","130000","USD","130000","US","US"
"2023","MI","Data Manager","120000","USD","120000","US","US"
"2023","MI","Data Analyst","93000","USD","93000","US","US"
"2023","SE","Applied Scientist","248100","USD","248100","US","US"
"2023","SE","Applied Scientist","145900","USD","145900","US","US"
"2023","SE","Data Analyst","177000","USD","177000","US","US"
"2023","SE","Data Analyst","118000","USD","118000","US","US"
"2023","SE","Data Analyst","120350","USD","120350","US","US"
"2023","SE","Data Analyst","74400","USD","74400","US","US"
"2023","SE","Data Engineer","190000","USD","190000","US","US"
"2023","SE","Data Engineer","120000","USD","120000","US","US"
"2023","SE","Machine Learning Engineer","237400","USD","237400","GB","GB"
"2023","SE","Machine Learning Engineer","132870","USD","132870","GB","GB"
"2023","SE","Research Scientist","248100","USD","248100","US","US"
"2023","SE","Research Scientist","145900","USD","145900","US","US"
"2023","SE","Data Scientist","170000","USD","170000","US","US"
"2023","SE","Data Scientist","125000","USD","125000","US","US"
"2023","SE","Data Engineer","105000","USD","105000","US","US"
"2023","SE","Data Engineer","90000","USD","90000","US","US"
"2023","SE","Machine Learning Engineer","317070","USD","317070","US","US"
"2023","SE","Machine Learning Engineer","170730","USD","170730","US","US"
"2023","MI","Machine Learning Engineer","170000","USD","170000","US","US"
"2023","MI","Machine Learning Engineer","125000","USD","125000","US","US"
"2023","SE","Data Engineer","158700","USD","158700","US","US"
"2023","SE","Data Engineer","123906","USD","123906","US","US"
"2023","SE","Applied Scientist","222200","USD","222200","US","US"
"2023","SE","Applied Scientist","136000","USD","136000","US","US"
"2023","SE","Data Engineer","166000","USD","166000","US","US"
"2023","SE","Data Engineer","128000","USD","128000","US","US"
"2023","MI","Data Engineer","75000","EUR","80976","ES","ES"
"2023","MI","Data Engineer","62000","EUR","66940","ES","ES"
"2023","EX","Data Engineer","333500","USD","333500","US","US"
"2023","EX","Data Engineer","180500","USD","180500","US","US"
"2023","SE","Machine Learning Engineer","242921","USD","242921","US","US"
"2023","SE","Machine Learning Engineer","170045","USD","170045","US","US"
"2023","SE","Research Scientist","248100","USD","248100","US","US"
"2023","SE","Research Scientist","145900","USD","145900","US","US"
"2023","MI","Data Engineer","75000","GBP","92280","GB","GB"
"2023","MI","Data Engineer","62000","GBP","76284","GB","GB"
"2023","SE","Business Intelligence Engineer","225000","USD","225000","US","US"
"2023","SE","Business Intelligence Engineer","156400","USD","156400","US","US"
"2023","EX","Data Engineer","257400","USD","257400","US","US"
"2023","EX","Data Engineer","210600","USD","210600","US","US"
"2023","MI","Data Operations Specialist","65000","USD","65000","US","US"
"2023","MI","Data Operations Specialist","50000","USD","50000","US","US"
"2023","SE","Data Engineer","293000","USD","293000","US","US"
"2023","SE","Data Engineer","180000","USD","180000","US","US"
"2023","EX","Director of Data Science","260000","USD","260000","US","US"
"2023","EX","Director of Data Science","192000","USD","192000","US","US"
"2023","MI","Machine Learning Scientist","170000","USD","170000","US","US"
"2023","MI","Machine Learning Scientist","125000","USD","125000","US","US"
"2023","EN","Business Intelligence Data Analyst","99000","USD","99000","US","US"
"2023","SE","Data Analyst","130000","USD","130000","US","US"
"2023","SE","Data Analyst","100000","USD","100000","US","US"
"2023","SE","Machine Learning Engineer","233000","USD","233000","US","US"
"2023","SE","Machine Learning Engineer","166000","USD","166000","US","US"
"2023","SE","Data Engineer","185100","USD","185100","US","US"
"2023","SE","Data Engineer","127600","USD","127600","US","US"
"2023","MI","Data Analyst","105000","USD","105000","US","US"
"2023","MI","Data Analyst","80000","USD","80000","US","US"
"2023","EX","Data Analyst","160000","USD","160000","US","US"
"2023","EX","Data Analyst","55000","USD","55000","US","US"
"2023","SE","Machine Learning Engineer","241000","USD","241000","US","US"
